OSEBuildingID,PrimaryPropertyType,PropertyName,Address,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge,parking_area_prcnt,largest_property_GFA_prcnt,PropertyGFATotal_log,PropertyGFABuilding(s)_log,LargestPropertyUseTypeGFA_log,TotalGHGEmissions_log,SiteEnergyUse(kBtu)_log
19747,Small- and Mid-Sized Office,First and Cedar Building,2701 1st Ave,98121,0653000385,7,downtown,47.6158,-122.35126,1.0,5.0,61825,13320,48505,Office,37993.0,Bank Branch,3547.0,,,,59.0,104.0999985,112.5,205.6999969,212.8999939,4322873.0,4673727.5,0.0,1915699.0,2407174.0,False,,Compliant,,141.2,2.28,49,0.21544682571775173,0.7832800742191527,11.032063092389617,10.789422164395384,10.545157211213365,4.950177325059141,15.2794307854713
19750,Small- and Mid-Sized Office,Seattle Labor Temple Association,2800 1st Avenue  Room 140,98121,0654000005,7,downtown,47.61683,-122.35176,1.0,3.0,64630,0,64630,Office,64630.0,,,,,,96.0,21.79999924,21.79999924,68.40000153,68.40000153,1408291.375,1408291.375,0.0,1408291.0,0.0,False,,Compliant,,9.82,0.15,81,0.0,1.0,11.076433978256942,11.076433978256942,11.076433978256942,2.2844211223663744,14.157887736762076
19752,Worship Facility,Belltown,2700 1st Ave,98121,0654000045,7,downtown,47.61636,-122.35094,1.0,2.0,20920,0,20920,Worship Facility,20920.0,,,,,,15.0,49.79999924,57.79999924,80.80000305,89.09999847,1042108.5,1208581.375,0.0,285047.0,757062.0,False,,Compliant,,42.19,2.02,75,0.0,1.0,9.94846091817886,9.94846091817886,9.94846091817886,3.7421832261362473,13.856756622554105
19766,Worship Facility,(ID19766) ALKI CONGREGATIONAL CHURCH,3400 62ND AVE SW,98116,0148000620,1,southwest,47.57384,-122.41182,1.0,2.0,22128,0,22128,Worship Facility,22128.0,,,,,,94.0,27.5,32.90000153,43.29999924,49.79999924,608359.6875,727772.8125,0.0,153306.0,455054.0,False,,Compliant,,25.24,1.14,97,0.0,1.0,10.00459905390454,10.00459905390454,10.00459905390454,3.228430037673012,13.31852157731006
19774,Retail Store,Office Depot,13501 Aurora Ave. N.,98133,0164000005,5,northwest,47.72736,-122.34579,1.0,1.0,48139,0,48139,Retail Store,40000.0,,,,,,98.0,21.5,24.0,47.0,51.09999847,859236.625,959683.125,0.0,468402.0,390834.0,False,,Compliant,,24.02,0.5,55,0.0,0.8309271069195455,10.781847938375149,10.781847938375149,10.596634733096073,3.1788868166518376,13.663799628690436
19787,Worship Facility,First Lutheran Church of West Seattle,4105 California Ave SW,98116,0194001030,1,southwest,47.56633,-122.38725,1.0,2.0,21364,0,21364,Worship Facility,15364.0,K-12 School,6000.0,,,,86.0,45.20000076,52.0,63.29999924,71.40000153,965651.125,1110209.25,0.0,162220.0,803431.0,False,,Compliant,,43.8,2.05,74,0.0,0.7191537165324845,9.969462541459661,9.969462541459661,9.639782389465795,3.7796338173824005,13.780557893718449
19833,K-12 School,Centennial Building,2000 Terry Avenue,98121,0660001445,7,downtown,47.61741,-122.33491,1.0,2.0,28923,0,28923,Other,28800.0,,,,,,79.54471544715447,15.30000019,17.70000076,28.70000076,31.79999924,439311.9063,508430.5938,0.0,174768.0,264544.0,False,,Compliant,,15.27,0.53,31,0.0,0.995747329115237,10.27239240533249,10.27239240533249,10.268130666124037,2.725890119230541,12.992964932487556
19836,K-12 School,Notion,1001 Lenora St.,98121,0660001470,7,downtown,47.61789,-122.33573,1.0,3.0,21600,0,21600,Other,21600.0,,,,,,79.54471544715447,15.0,16.60000038,38.5,41.79999924,323739.4063,359207.1875,0.0,235546.0,88193.0,False,,Compliant,,6.33,0.29,95,0.0,1.0,9.980448593672257,9.980448593672257,9.980448593672257,1.8453002361560848,12.687694169607232
19845,Retail Store,000956-Seattle,4900 25th Ave Ne,98105,0925049406,4,northeast,47.6646,-122.29932,1.0,1.0,25735,0,25735,Retail Store,25691.0,,,,,2013,82.0,45.5,48.5,125.4000015,128.5,1169394.875,1245673.0,0.0,953695.0,215700.0,False,,Compliant,,18.1,0.7,27,0.0,0.9982902661744706,10.155607212086855,10.155607212086855,10.15389601499835,2.89591193827178,13.971996972124742
19847,Retail Store,EAST BLDG N,2660 NE University Village Street,98105,0925049426,4,northeast,47.66246,-122.29898,1.0,2.0,25862,0,25862,Retail Store,25562.0,Other,300.0,,,,20.0,185.6999969,184.3000031,371.6000061,367.2000122,4801472.0,4765879.0,0.0,2185523.0,2615949.0,False,,Compliant,,154.17,5.96,67,0.0,0.9883999690665842,10.160529988855798,10.160529988855798,10.14886215269166,5.038055889672248,15.384433095532176
19848,Retail Store,EAST BLDG S,2690 NE University Village Street,98105,0925049426,4,northeast,47.66246,-122.29898,1.0,2.0,49965,0,49965,Retail Store,47465.0,Other,2500.0,,,,82.0,67.59999847,68.5,206.8000031,207.8000031,3377209.75,3424428.0,0.0,3247196.0,130013.0,False,,Compliant,,29.54,0.59,20,0.0,0.949964975482838,10.81907803929589,10.81907803929589,10.767747876315898,3.3857452771032337,15.032560408780302
19853,Small- and Mid-Sized Office,Hartford Building,600 2nd Ave,98104,0939000115,7,downtown,47.6026,-122.33232,1.0,2.0,20028,0,20028,Office,20028.0,,,,,,95.0,25.60000038,27.5,65.59999847,67.90000153,511797.4063,550668.125,151742.5,360055.0,0.0,False,,Compliant,,14.22,0.71,94,0.0,1.0,9.904886573449835,9.904886573449835,9.904886573449835,2.6546494243750947,13.145684134895061
19855,Small- and Mid-Sized Office,Lowman & Hanford Building,616 First Avenue,98104,0939000125,7,downtown,47.60247,-122.33372,1.0,7.0,23622,0,23622,Office,26195.0,Restaurant,2285.0,,,,100.0,19.39999962,20.20000076,51.20000076,52.0,552007.5,575362.5,0.0,419848.0,132159.0,False,,Compliant,,9.95,0.42,123,0.0,1.1089238845144358,10.069933760171793,10.069933760171793,10.17332383184232,2.2975725511705014,13.221316912123452
19856,Small- and Mid-Sized Office,Howard Building,614 First Avenue,98104,0939000140,7,downtown,47.60237,-122.33365,1.0,3.0,23563,0,23563,Office,20183.0,Restaurant,3380.0,,,,67.0,37.5,37.5,117.6999969,117.6999969,883197.6875,883197.6875,0.0,883198.0,0.0,False,,Compliant,,6.16,0.26,121,0.0,0.8565547680685821,10.067432964124373,10.067432964124373,9.912595944900119,1.8180767775454285,13.691304336181794
19857,Mixed Use Property,Good Arts Building,110 Cherry Street,98104,0939000235,7,downtown,47.60284,-122.33407,1.0,3.0,28600,0,28600,Office,12000.0,Retail Store,11000.0,Restaurant,3000.0,,58.82608695652174,40.90000153,44.90000153,99.0,103.1999969,1062722.625,1167559.75,0.0,697769.0,364954.0,False,,Compliant,,24.25,0.85,120,0.0,0.4195804195804196,10.261161996807944,10.261161996807944,9.392661928770137,3.188416617383492,13.876344687244252
19858,Mixed Use Property,Marion 823,823 3rd Avenue,98104,0939000300,7,downtown,47.60427,-122.33385,1.0,2.0,38539,12379,26160,Retail Store,15549.0,Parking,12379.0,Office,10611.0,,55.0,83.59999847,86.0,262.3999939,270.0,2186018.5,2249630.25,0.0,2186018.0,0.0,False,,Compliant,,15.24,0.4,45,0.3212070889229093,0.5943807339449542,10.559425994563744,10.171986805571136,9.651751606857816,2.7239235502585,14.597592410628831
19860,Small- and Mid-Sized Office,Marion 814,814 2nd Avenue,98104,0939000300,7,downtown,47.60427,-122.33385,1.0,5.0,26840,0,26840,Office,29040.0,,,,,,24.0,68.5,68.80000305,215.1000061,216.0,1989287.0,1997288.75,0.0,1989287.0,0.0,False,,Compliant,,13.87,0.52,117,0.0,1.0819672131147542,10.197648591085619,10.197648591085619,10.276429468938732,2.6297282343267403,14.50328684104167
19861,Retail Store,Marion 804,804 2nd Avenue,98104,0939000300,7,downtown,47.60427,-122.33385,1.0,2.0,46800,0,46800,Retail Store,36019.0,Office,10781.0,,,,86.0,26.60000038,26.60000038,83.5,83.5,1245187.5,1245187.5,0.0,1245187.0,0.0,False,,Compliant,,8.68,0.19,117,0.0,0.7696367521367521,10.753638481905739,10.753638481905739,10.491801855990317,2.1610215286722587,14.03479667895118
19862,Small- and Mid-Sized Office,Marion 801,801 Third Ave.,98104,0939000310,7,downtown,47.60431,-122.33335,1.0,3.0,63990,26640,37350,Office,39000.0,Parking,26640.0,,,,51.0,53.0,53.0,166.1999969,166.1999969,2067352.5,2067352.5,0.0,2062620.0,4732.0,False,,Compliant,,14.63,0.23,44,0.41631504922644164,1.0441767068273093,11.066482100133506,10.528088190560963,10.571316925111784,2.683074215032033,14.541779361134282
19864,Small- and Mid-Sized Office,S2315 - Belltown Worklofts,2315 Western Avenue,98121,0654000330,7,downtown,47.61285,-122.34817,1.0,3.0,28800,0,28800,Office,21600.0,Other,7200.0,Non-Refrigerated Warehouse,6200.0,,50.0,38.40000153,40.70000076,95.5,97.90000153,1345025.75,1423579.25,0.0,923904.0,421122.0,False,,Compliant,,28.81,1.0,115,0.0,0.75,10.268130666124037,10.268130666124037,9.980448593672257,3.360722549096437,14.111923715816227
19871,Small- and Mid-Sized Office,2717 3rd Avenue Building,2717 3rd Ave,98121,0656000045,7,downtown,47.6172,-122.34979,1.0,3.0,33552,4968,28584,Office,26556.0,Parking,4968.0,,,,75.0,63.90000153,68.40000153,117.8000031,122.5,1696978.75,1817034.125,0.0,643674.0,1053305.0,False,,Compliant,,60.43,1.8,69,0.148068669527897,0.9290512174643157,10.4208517531417,10.260602399703245,10.18701098983905,4.101485670373467,14.344360022040142
19873,Retail Store,Store #5218_2603 Third Avenue,2603 Third Avenue,98121,0656000130,7,downtown,47.61652,-122.34854,1.0,2.0,26270,0,26270,Retail Store,26270.0,,,,,,32.0,59.40000153,63.5,147.0,151.3000031,1560461.75,1667641.25,0.0,1064100.0,496361.0,False,,Compliant,,33.78,1.29,92,0.0,1.0,10.176182882679585,10.176182882679585,10.176182882679585,3.519868911379654,14.260492329018003
19874,Small- and Mid-Sized Office,Trianon Building,2505 3RD AVE,98121,0656000160,7,downtown,47.61595,-122.34756,1.0,3.0,57620,7820,49800,Office,49800.0,Parking,7820.0,,,,50.0,47.90000153,47.90000153,150.3999939,150.3999939,2385395.0,2385395.0,0.0,2385395.0,0.0,False,,Compliant,,16.63,0.29,97,0.13571676501214855,1.0,10.961625008638519,10.815770263012745,10.815770263012745,2.811208293204836,14.684875287039995
19876,Mixed Use Property,U.S. BANK,2401 3RD AVE,98121,0656000215,7,downtown,47.61543,-122.34651,1.0,2.0,28696,6080,22616,Other,12960.0,Bank Branch,7760.0,Parking,6080.0,,58.82608695652174,20.20000076,21.79999924,63.40000153,68.30000305,418348.5,450780.1875,0.0,418348.0,0.0,False,,Compliant,,2.92,0.1,69,0.21187621968218567,0.5730456314113902,10.264513019212119,10.026412899373426,9.469622969906265,1.0715836162801904,12.944070096202795
19894,Other,WA3-124 (Fifth and Olive Retail),500 Olive Way,98101,0659000380,7,downtown,47.61319,-122.33695,1.0,2.0,31890,0,31890,Other,31160.0,,,,,,2.0,59.59999847,57.40000153,187.3000031,180.3000031,1858224.625,1788951.625,0.0,1858224.0,0.0,False,,Compliant,,12.95,0.41,68,0.0,0.9771088115396676,10.370047760004104,10.370047760004104,10.346890499984685,2.5610957881455465,14.43513208717344
19895,Small- and Mid-Sized Office,CENTENNIAL BUILDING,414 Stewart Street,98101,0659000400,7,downtown,47.61267,-122.33852,1.0,2.0,44098,13660,30438,Office,25920.0,Parking,13155.0,,,,53.0,55.59999847,58.79999924,141.0,143.8000031,1441900.5,1523175.125,450522.3125,991378.0,0.0,False,,Compliant,,41.69,0.95,98,0.3097646151752914,0.8515671200473093,10.694169708932606,10.323447106794745,10.16277015046621,3.7302612918927056,14.181472593059363
19896,Other,G4 Capital Sea Holdings LLC,1933 5th Avenue,98101,0659000430,7,downtown,47.61332,-122.33904,1.0,3.0,22381,0,22381,Other,22381.0,,,,,,62.36363636363637,157.8999939,162.0,288.8999939,292.1000061,3532966.5,3625967.75,0.0,1319044.0,2213922.0,False,,Compliant,,126.78,5.66,100,0.0,1.0,10.01596766362013,10.01596766362013,10.01596766362013,4.84245330085602,15.077648444269721
19900,Medical Office,3000/3018 Western,3018 Western Ave.,98121,0695000090,7,downtown,47.61763,-122.35507,1.1822985468956406,4.0,49249,0,49249,Other,40584.0,Office,7165.0,,,,44.48936170212766,696.7000122,693.0999756,1206.699951,1195.099976,33268410.0,33092532.0,0.0,10854749.0,22413661.0,False,,Compliant,,1266.06,25.71,97,0.0,0.8240573412658125,10.804644341825567,10.804644341825567,10.611129179246525,7.14366499494602,17.32011885605012
19902,Retail Store,Semkkann LLC,3035 1st Ave,98121,0695000125,7,downtown,47.61812,-122.35509,1.0,1.0,24825,1263,23562,Retail Store,13940.0,Non-Refrigerated Warehouse,10439.0,,,,67.77333333333333,18.0,19.89999962,41.59999847,43.59999847,439521.0938,485607.1875,0.0,264519.0,175002.0,False,,Compliant,,11.14,0.45,98,0.050876132930513594,0.5916305916305916,10.119606488913373,10.067390523806065,9.542517684314515,2.410542234499138,12.993440989949958
19910,Medical Office,King Co Public Health,2124 4th Ave,98121,0696000025,7,downtown,47.6146,-122.34217,1.0,4.0,26670,0,26670,Medical Office,26670.0,,,,,,51.0,58.20000076,61.5,182.8999939,193.1999969,1553208.375,1640803.5,0.0,1553175.0,33.0,False,,Compliant,,10.83,0.41,71,0.0,1.0,10.19129461717606,10.19129461717606,10.19129461717606,2.382320061012899,14.255833268918854
19917,Other,Fire Station 02,2334 4th Ave,98121,0696000160,7,downtown,47.61607,-122.34449,1.0,2.0,37740,0,37740,Other,38939.0,,,,,,62.36363636363637,79.5,86.19999695,174.6999969,181.6999969,3095882.0,3356598.0,0.0,1699362.0,1396520.0,False,,Compliant,,86.02,2.28,101,0.0,1.031770005299417,10.53847581892254,10.53847581892254,10.569751598062284,4.45457982735559,14.945583399270319
19926,Small- and Mid-Sized Office,7th & Bell Building,2300 7th Avenue,98121,0697000400,7,downtown,47.61768,-122.34139,1.0,1.0,23752,0,23752,Office,14317.0,Retail Store,9435.0,Parking,0.0,,67.31799163179916,44.90000153,50.5,97.40000153,102.4000015,1067153.75,1199844.875,0.0,571058.0,496096.0,False,,Compliant,,30.33,1.28,58,0.0,0.6027702930279556,10.075422016443596,10.075422016443596,9.569202921360327,3.41213732170049,13.880505615498244
20000,Worship Facility,EMMANUEL BIBLE CHURCH,503 N 50TH ST,98103,0850000300,6,northwest,47.66476,-122.35248,1.0,2.0,45991,0,45991,Worship Facility,45991.0,,,,,,77.0,24.89999962,28.20000076,50.20000076,54.90000153,1145535.75,1297917.25,0.0,529029.0,616507.0,False,,Compliant,,36.43,0.79,95,0.0,1.0,10.736201004154935,10.736201004154935,10.736201004154935,3.5953926110204724,13.9513829894677
20033,Small- and Mid-Sized Office,Lisa Li Building,4907 25th Ave NE,98105,0925049118,4,northeast,47.66461,-122.30142,1.0,2.0,20384,0,20384,Office,25021.0,,,,,,16.0,71.59999847,71.19999695,222.1999969,220.5,1791071.375,1781798.375,0.0,1760118.0,30954.0,False,,Compliant,,13.91,0.68,34,0.0,1.227482339089482,9.92250555837189,9.92250555837189,10.127470751247781,2.6326080059353516,14.398324532286745
20047,Retail Store,BLDG A,2627 NE University Village St.,98105,0925049346,4,northeast,47.66246,-122.29898,1.0,2.0,39265,0,39265,Retail Store,31905.0,Office,4388.0,Other,2679.0,,67.77333333333333,133.3999939,135.6000061,406.7000122,411.3999939,5238803.0,5322918.5,0.0,5009101.0,229701.0,False,,Compliant,,47.12,1.2,67,0.0,0.8125557111931746,10.578088815808975,10.578088815808975,10.370518016302448,3.8526975393433314,15.471603595087446
20048,Retail Store,NW BLDG,2625 NE 49th Street,98105,0925049346,4,northeast,47.66246,-122.29898,1.0,2.0,54284,0,54284,Retail Store,52784.0,Other,1900.0,,,,18.0,124.0,126.0,375.7000122,377.7999878,6778694.0,6890861.0,0.0,6424200.0,354493.0,False,,Compliant,,63.61,1.17,67,0.0,0.9723675484488984,10.90198480320126,10.90198480320126,10.873963393468363,4.152770690690713,15.729295015993198
20050,Retail Store,BLDG C,2620 NE 46th Street,98105,0925049346,4,northeast,47.66246,-122.29898,1.0,1.0,23409,0,23409,Retail Store,21909.0,Other,1500.0,,,,67.0,108.6999969,112.0,320.7999878,327.5,2545405.0,2621259.25,0.0,2314166.0,231239.0,False,,Compliant,,28.41,1.21,67,0.0,0.935922081250801,10.06087584278487,10.06087584278487,9.99465279028822,3.3467411958660964,14.74980033086596
20052,Retail Store,WEST BLDG,4629 26th Avenue NE,98105,0925049346,4,northeast,47.66246,-122.29898,1.0,1.0,63153,0,63153,Retail Store,59396.0,Non-Refrigerated Warehouse,2757.0,Other,1000.0,,67.77333333333333,73.5,74.0,219.8999939,217.5,4644178.0,4670313.0,0.0,4312919.0,331258.0,False,,Compliant,,47.66,0.75,26,0.0,0.9405095561572688,11.053315632588507,11.053315632588507,10.991982163015953,3.8640924716705958,15.351124950092082
20067,Other,FareStart,700 Virginia St,98101,0659000710,7,downtown,47.61521,-122.33747,1.0,3.0,33600,0,33600,Other,19200.0,Office,14400.0,,,,62.36363636363637,133.1999969,140.3000031,322.7999878,335.8999939,4475650.0,4712960.5,0.0,2941315.0,1534335.0,False,,Compliant,,101.99,3.04,100,0.0,0.5714285714285714,10.422281345951296,10.422281345951296,9.862665558015873,4.624874769262426,15.314162150539778
20073,Other,Griffin Building,2005 5th Ave,98121,0659001020,7,downtown,47.61362,-122.33959,1.0,4.0,32356,0,32356,Other,25876.0,Bank Branch,6480.0,,,,81.0,57.40000153,62.20000076,127.4000015,131.8000031,1857154.75,2013033.75,882630.6875,974524.0,0.0,False,,Compliant,,74.92,2.32,96,0.0,0.7997280257139325,10.384554754137843,10.384554754137843,10.161071177163876,4.316420877575887,14.434556170196148
20087,Small- and Mid-Sized Office,800 Stewart,800 stewart st,98121,0660000625,7,downtown,47.61524,-122.33519,1.0,5.0,43506,11250,32256,Office,32569.0,Parking,0.0,,,,51.0,106.1999969,110.5999985,229.3000031,229.8000031,3460275.5,3603400.0,0.0,1834098.0,1626177.0,False,,Compliant,,99.15,2.28,45,0.258585022755482,1.009703621031746,10.680654138599648,10.38145935143104,10.391116194697917,4.5966338549658055,15.056858768141518
20093,Other,The Olivian,809 Olive Way,98101,0660000835,7,downtown,47.61397,-122.33351,1.0,27.0,501239,161025,340214,Other,301346.0,,,,,,62.36363636363637,51.70000076,53.79999924,128.8000031,133.3000031,15590743.0,16224524.0,0.0,10732395.0,4858347.0,False,,Compliant,,332.85,0.66,15,0.32125393275463404,0.8857542605536515,13.124838312224961,12.737330110360542,12.616014385220971,5.8076919380467125,16.562187898653928
20130,Worship Facility,Green Lake United Methodist Church,6415 1st ave ne,98115,1257200735,6,northwest,47.67572,-122.3285,1.0,2.0,23931,0,23931,Worship Facility,23931.0,,,,,,88.0,20.70000076,0.0,36.40000153,0.0,496477.3125,0.0,0.0,167075.0,329402.0,False,,Compliant,,18.66,0.78,113,0.0,1.0,10.08292996857924,10.08292996857924,10.08292996857924,2.926382195419198,13.115293066559273
20132,Worship Facility,Green Lake Church of Seventh-day Adventists,6350 E Green Lake Way N,98103,1257203120,6,northwest,47.67491,-122.33316,1.0,2.0,21393,0,21393,Worship Facility,21393.0,,,,,,57.0,39.5,45.90000153,67.5,76.90000153,845961.375,981916.5,0.0,266359.0,579602.0,False,,Compliant,,32.64,1.53,75,0.0,1.0,9.970819044696412,9.970819044696412,9.970819044696412,3.4855385300959063,13.648228981517724
20141,Mixed Use Property,WALDEN BUILDING,3031 S WALDEN ST,98144,1282301295,2,southeast,47.57256,-122.29265,1.0,2.0,47560,0,47560,Distribution Center,23146.0,Non-Refrigerated Warehouse,15724.0,Office,8255.0,,80.0,24.0,25.89999962,51.09999847,53.09999847,1132489.625,1221954.375,0.0,583296.0,549194.0,False,,Compliant,,33.23,0.7,33,0.0,0.4866694701429773,10.769747350804717,10.769747350804717,10.049577258408023,3.503453082366503,13.93992897514946
20166,K-12 School,Beebe,2014 9TH AVE,98121,0660001305,7,downtown,47.61679,-122.33619,1.0,3.0,28800,0,28800,Other,28800.0,,,,,,79.54471544715447,24.89999962,26.89999962,72.80000305,77.19999695,717056.375,773795.625,0.0,642346.0,74710.0,False,,Compliant,,8.45,0.29,113,0.0,1.0,10.268130666124037,10.268130666124037,10.268130666124037,2.134166441369082,13.482909742711241
20167,K-12 School,Ninth & Lenora Building,2030 9th Avenue,98121,0660001310,7,downtown,47.61718,-122.33654,1.0,2.0,21600,0,21600,K-12 School,21600.0,,,,,,72.0,58.40000153,65.5,120.3000031,127.8000031,1261536.75,1415640.0,0.0,609724.0,651813.0,False,,Compliant,,38.87,1.8,66,0.0,1.0,9.980448593672257,9.980448593672257,9.980448593672257,3.660222744864132,14.047841178624653
20168,K-12 School,Spruce Street School,914 Virginia St.,98101,0660001365,7,downtown,47.61687,-122.33533,1.0,3.0,22860,0,22860,K-12 School,22860.0,,,,,,43.0,40.70000076,43.29999924,127.9000015,136.1000061,931148.625,990507.3125,0.0,931148.0,0.0,False,,Compliant,,6.49,0.28,28,0.0,1.0,10.037143937348802,10.037143937348802,10.037143937348802,1.8702625307159986,13.744174183689926
20182,Worship Facility,St. Bridget Church,4900 NE 50th St.,98105,1025049150,4,northeast,47.66516,-122.2738,1.0,1.0,26366,0,26366,Worship Facility,26386.0,Parking,0.0,,,,88.0,33.70000076,37.79999924,61.0,65.30000305,888031.875,996850.0,0.0,323802.0,564230.0,False,,Compliant,,32.22,1.22,51,0.0,1.0007585526814837,10.179830580317915,10.179830580317915,10.180588845443722,3.472587377748828,13.696762916600358
20197,Worship Facility,Sephardic Bikur Holim Congregation,6500 52nd Avenue South,98118,1102000351,2,southeast,47.54362,-122.2667,1.0,2.0,21732,0,21732,Worship Facility,21732.0,,,,,,2.0,39.59999847,43.40000153,87.69999695,91.59999847,860364.1875,942745.6875,0.0,479159.0,381205.0,False,,Compliant,,23.59,1.09,58,0.0,1.0,9.986541107671414,9.986541107671414,9.986541107671414,3.1608228934195837,13.66511105242716
20211,Mixed Use Property,Miller-Barringham Building,2417 NW Market ST,98107,1125039009,6,ballard,47.66835,-122.38886,1.0,1.0,21060,0,21060,Non-Refrigerated Warehouse,10495.0,Retail Store,10240.0,Office,1890.0,,58.82608695652174,14.30000019,15.60000038,37.09999847,39.29999924,350264.5938,380806.5938,0.0,258178.0,92087.0,False,,Compliant,,6.69,0.32,78,0.0,0.498338081671415,9.955130785687967,9.955130785687967,9.258654232254733,1.900613874140137,12.766444130140638
20212,Mixed Use Property,Market Street Holdings,2401 NW Market St,98107,1125039011,6,ballard,47.6684,-122.38788,1.0,4.0,20539,0,20539,Retail Store,7387.0,Multifamily Housing,5264.0,Restaurant,3700.0,,58.82608695652174,81.0,81.80000305,198.3999939,199.3000031,1678458.75,1695247.625,0.0,1123427.0,555032.0,False,,Compliant,,37.31,1.82,63,0.0,0.35965723745070355,9.93008079680565,9.93008079680565,8.907476977528738,3.6192613872330663,14.333386519586393
20217,K-12 School,Sand Point Elementary,6208 60TH AVE NE,98115,1125049134,4,northeast,47.67365,-122.26293,1.0,1.0,38624,0,38624,K-12 School,41408.0,,,,,,83.0,34.40000153,37.79999924,76.40000153,81.19999695,1424157.25,1564929.125,0.0,798804.0,625352.0,True,,Error - Correct Default Data,,38.78,1.0,65,0.0,1.072079536039768,10.561629123897259,10.561629123897259,10.631229377860572,3.6579046498145056,14.169090793228081
20237,Retail Store,(ID20237) Big 5 Corp,4315 UNIVERSITY WAY NE,98105,1142000160,4,northeast,47.66033,-122.31348,1.0,3.0,32960,0,32960,Retail Store,32960.0,,,,,,71.0,24.70000076,24.70000076,77.5,77.5,813641.0,813641.0,0.0,813641.0,0.0,False,,Compliant,,5.67,0.17,123,0.0,1.0,10.403049984023408,10.403049984023408,10.403049984023408,1.7351891177396608,13.609274515760454
20241,Other,neptune theatre bldg,1305 n.e. 45th  #101,98105,1142000235,4,northeast,47.66097,-122.3139,1.0,3.0,29636,0,29636,Other,25096.0,Multifamily Housing,4540.0,,,,62.36363636363637,23.20000076,23.20000076,73.0,73.0,688641.8125,688641.8125,0.0,688642.0,0.0,False,,Compliant,,4.8,0.16,102,0.0,0.8468079362936969,10.296745117536547,10.296745117536547,10.130463749870515,1.5686159179138452,13.442476549071287
20266,Worship Facility,University Temple United Methodist Church,1415 NE 43rd St.,98105,1142001145,4,northeast,47.65926,-122.31241,1.0,2.0,47992,0,47992,Worship Facility,37800.0,Other,10206.0,,,,17.0,63.29999924,73.30000305,107.1999969,118.3000031,3040195.5,3518393.25,0.0,934028.0,2106168.0,False,,Compliant,,118.37,2.47,97,0.0,0.7876312718786465,10.778789609332929,10.778789609332929,10.54006438160768,4.773815311965802,14.927432380525183
20324,Worship Facility,Temple Beth Am,2632 NE 80th St.,98115,1513800009,4,northeast,47.68752,-122.29852,1.0,2.0,31386,0,31386,Worship Facility,30000.0,,,,,,52.0,37.59999847,0.0,89.0,0.0,1128179.125,0.0,0.0,710478.0,417701.0,False,,Compliant,,27.14,0.86,23,0.0,0.9558401835213153,10.354117212598666,10.354117212598666,10.308952660644293,3.301008654406723,13.936115497191818
20325,K-12 School,University Prep Academy,8000 25th Ave NE,98115,1513800010,4,northeast,47.687,-122.30013,5.0,3.0,21500,0,21500,K-12 School,96154.0,,,,,,44.0,69.59999847,73.90000153,144.8999939,149.5,6689184.0,7109712.5,0.0,3307692.0,3381491.0,False,,Compliant,,202.65,9.43,34,0.0,4.472279069767442,9.975808214115753,9.975808214115753,11.473706351815666,5.311480353074318,15.716002451570917
20369,Small- and Mid-Sized Office,Emerald Landing I,2157 N. Northlake Way,98103,4088801740,4,lake union,47.64834,-122.33188,1.0,2.0,84116,26497,57619,Office,55000.0,,,,,,68.0,48.0,48.0,149.3999939,149.3999939,2641681.75,2641681.75,0.0,2605669.0,36012.0,False,,Compliant,,20.08,0.24,11,0.3150054686385468,0.9545462434266475,11.339952077568595,10.961607653402877,10.915088464214607,2.9997242948235283,14.786926298822388
20376,K-12 School,Kimball Elementary,3200 23rd Ave. S.,98144,1624049006,2,greater duwamish,47.57405,-122.30301,1.0,1.0,55206,0,55206,K-12 School,55206.0,,,,,,75.0,42.5,47.90000153,96.09999847,104.0999985,2345752.5,2644410.5,0.0,1359846.0,985906.0,True,,Error - Correct Default Data,,61.84,1.12,52,0.0,1.0,10.918826922010416,10.918826922010416,10.918826922010416,4.124550404279167,14.66811680390895
20387,Mixed Use Property,Marine Business Center,801 NW 42nd Street,98107,1325039001,6,ballard,47.65742,-122.36736,1.0,2.0,38784,0,38784,Non-Refrigerated Warehouse,16826.0,Office,16826.0,,,,58.82608695652174,54.70000076,56.29999924,153.8999939,155.6000061,1841154.25,1894318.875,0.0,1553414.0,287740.0,False,,Compliant,,26.11,0.67,16,0.0,0.43383869636963696,10.565763069428986,10.565763069428986,9.73068058811076,3.2623183827110376,14.425903242691243
